DATE,OVX
2021/2/19,37.76
2021/2/22,38.57
2021/2/23,39.75
2021/2/24,39.58
2021/2/25,40.58
2021/2/26,42.49
2021/3/1,42.56
2021/3/2,40.96
2021/3/3,39.83
2021/3/4,37.27
2021/3/5,36.61
2021/3/8,38.89
2021/3/9,37.97
2021/3/10,37.56
2021/3/11,37.86
2021/3/12,37.51
2021/3/15,39.38
2021/3/16,39.1
2021/3/17,37.4
2021/3/18,48.44
2021/3/19,44.38
2021/3/22,40.28
2021/3/23,48.62
2021/3/24,64.91
2021/3/25,49.88
2021/3/26,44.93
2021/3/29,44.16
2021/3/30,41.46
2021/3/31,45.65
2021/4/1,40.15
2021/4/2,40.15
2021/4/5,42
2021/4/6,42.41
2021/4/7,41.27
2021/4/8,40.7
2021/4/9,39.19
2021/4/12,37.04
2021/4/13,35.2
2021/4/14,35.7
2021/4/15,34.2
2021/4/16,32.79
2021/4/19,35.07
2021/4/20,35.68
2021/4/21,42.44
2021/4/22,39.39
2021/4/23,38.7
2021/4/26,41.23
2021/4/27,38.44
2021/4/28,36.42
2021/4/29,36.37
2021/4/30,38.39
2021/5/3,40.15
2021/5/4,37.15
2021/5/5,38.33
2021/5/6,37.74
2021/5/7,37.63
2021/5/10,37.99
2021/5/11,37.93
2021/5/12,36.94
2021/5/13,37.94
2021/5/14,36.46
2021/5/17,36.42
2021/5/18,37.01
2021/5/19,38.82
2021/5/20,39.43
2021/5/21,39.34
2021/5/24,35.54
2021/5/25,36.23
2021/5/26,33.89
2021/5/27,33.63
2021/5/28,33.54
2021/6/1,33.43
2021/6/2,32.77
2021/6/3,33.89
2021/6/4,31.76
2021/6/7,31.7
2021/6/8,31.95
2021/6/9,31.79
2021/6/10,33.03
2021/6/11,32.55
2021/6/14,33.13
2021/6/15,31.56
2021/6/16,33.83
2021/6/17,36.84
2021/6/18,33.95
2021/6/21,35.01
2021/6/22,34.28
2021/6/23,34.68
2021/6/24,32.05
2021/6/25,31.3
2021/6/28,31.86
2021/6/29,31.99
2021/6/30,32.74
2021/7/1,32.47
2021/7/2,32.87
2021/7/6,37.59
2021/7/7,42.01
2021/7/8,38.8
2021/7/9,37.02
2021/7/12,38.73
2021/7/13,35.4
2021/7/14,38.2
2021/7/15,38.04
2021/7/16,37.15
2021/7/19,46.36
2021/7/20,52.26
2021/7/21,42.91
2021/7/22,36.44
2021/7/23,34.05
2021/7/26,35.59
2021/7/27,35.14
2021/7/28,34.62
2021/7/29,33.36
2021/7/30,32.85
2021/8/2,36.23
2021/8/3,37.55
2021/8/4,42.27
2021/8/5,39.09
2021/8/6,39.31
2021/8/9,43.28
2021/8/10,39.28
2021/8/11,38.32
2021/8/12,36.5
2021/8/13,35.91
2021/8/16,38.84
2021/8/17,39.5
2021/8/18,40.86
2021/8/19,40.98
2021/8/20,40.67
2021/8/23,38.67
2021/8/24,36.79
2021/8/25,35.6
2021/8/26,36.33
2021/8/27,34.93
2021/8/30,35.27
2021/8/31,34.28
2021/9/1,36.13
2021/9/2,31.35
2021/9/3,36.91
2021/9/7,32.91
2021/9/8,31.91
2021/9/9,33.87
2021/9/10,33.54
2021/9/13,32.74
2021/9/14,33.63
2021/9/15,32.38
2021/9/16,33.16
2021/9/17,32.32
2021/9/20,35.23
2021/9/21,34.45
2021/9/22,32.43
2021/9/23,32.3
2021/9/24,34.01
2021/9/27,34.98
2021/9/28,36.1
2021/9/29,35.26
2021/9/30,38.68
2021/10/1,37.38
2021/10/4,37.27
2021/10/5,37.2
2021/10/6,41.02
2021/10/7,46.15
2021/10/8,38
2021/10/11,38.51
2021/10/12,37.1
2021/10/13,36.05
2021/10/14,36.98
2021/10/15,34.05
2021/10/18,35.02
2021/10/19,35.14
2021/10/20,35.16
2021/10/21,36.55
2021/10/22,36.87
2021/10/25,36.07
2021/10/26,35.5
2021/10/27,37.63
2021/10/28,37.23
2021/10/29,37.92
2021/11/1,36.74
2021/11/2,35.56
2021/11/3,39.44
2021/11/4,38.56
2021/11/5,37.84
2021/11/8,37.71
2021/11/9,36.33
2021/11/10,37.09
2021/11/11,36.2
2021/11/12,36.1
2021/11/15,36.42
2021/11/16,34.69
2021/11/17,33.75
2021/11/18,37.68
2021/11/19,37.13
2021/11/22,36.61
2021/11/23,35.1
2021/11/24,34.79
2021/11/26,65.72
2021/11/29,63.34
2021/11/30,75.23
2021/12/1,78.18
2021/12/2,57.27
2021/12/3,64.55
2021/12/6,56.21
2021/12/7,48.15
2021/12/8,45.22
2021/12/9,47.43
2021/12/10,46.23
2021/12/13,45.88
2021/12/14,54.76
2021/12/15,56.53
2021/12/16,49.97
2021/12/17,48.31
2021/12/20,60.24
2021/12/21,52.31
2021/12/22,46
2021/12/23,43.71
2021/12/24,43.71
2021/12/27,43.58
2021/12/28,41.23
2021/12/29,40.24
2021/12/30,40.2
2021/12/31,42.62
2022/1/3,37.57
2022/1/4,39.48
2022/1/5,44.49
2022/1/6,36.86
2022/1/7,37
2022/1/10,37.65
2022/1/11,34.31
2022/1/12,34.39
2022/1/13,37.11
2022/1/14,41.18
2022/1/18,42.28
2022/1/19,42.75
2022/1/20,41.15
2022/1/21,42.57
2022/1/24,47.84
2022/1/25,47.63
2022/1/26,45.67
2022/1/27,46.9
2022/1/28,47.74
2022/1/31,42.35
2022/2/1,41.31
2022/2/2,41.86
2022/2/3,42.15
2022/2/4,43.88
2022/2/7,43.34
2022/2/8,41.26
2022/2/9,39.4
2022/2/10,43.81
2022/2/11,47.44
2022/2/14,48.83
2022/2/15,48.36
2022/2/16,49.38
2022/2/17,53.14
2022/2/18,52.01
2022/2/22,50.11
2022/2/23,50.51
2022/2/24,49.04
2022/2/25,49.5
2022/2/28,52.5
2022/3/1,61.43
2022/3/2,61.53
2022/3/3,64.37
2022/3/4,77.29
2022/3/7,78.91
2022/3/8,75.82
2022/3/9,73.25
2022/3/10,67.34
2022/3/11,68.01
2022/3/14,65.42
2022/3/15,63.62
2022/3/16,59.35
2022/3/17,67.78
2022/3/18,69.09
2022/3/21,70.78
2022/3/22,69.56
2022/3/23,72.59
2022/3/24,69.14
2022/3/25,68.91
2022/3/28,67.04
2022/3/29,62.46
2022/3/30,61.04
2022/3/31,57.66
2022/4/1,54.36
2022/4/4,54.31
2022/4/5,53.8
2022/4/6,53.15
2022/4/7,54.23
2022/4/8,53.14
2022/4/11,54.81
2022/4/12,55.25
2022/4/13,51.2
2022/4/14,53.38
2022/4/18,50.94
2022/4/19,50.34
2022/4/20,52.23
2022/4/21,49.86
2022/4/22,51.15
2022/4/25,52.86
2022/4/26,53.57
2022/4/27,53.38
2022/4/28,51.94
2022/4/29,53.1
2022/5/2,54.15
2022/5/3,54.04
2022/5/4,53.15
2022/5/5,54.72
2022/5/6,54.82
2022/5/9,57.9
2022/5/10,56.06
2022/5/11,53.43
2022/5/12,52.71
2022/5/13,51.22
2022/5/16,51.89
2022/5/17,50.34
2022/5/18,51.89
2022/5/19,51.16
2022/5/20,50.72
2022/5/23,48.63
2022/5/24,47.04
2022/5/25,46.76
2022/5/26,46.03
2022/5/27,47.92
2022/5/31,49.82
2022/6/1,49.14
2022/6/2,47.8
2022/6/3,46.23
2022/6/6,47.9
2022/6/7,45.88
2022/6/8,44.37
2022/6/9,43.87
2022/6/10,42.92
2022/6/13,47.56
2022/6/14,46.63
2022/6/15,47.04
2022/6/16,46.27
2022/6/17,49.19
2022/6/21,46.56
2022/6/22,48.99
2022/6/23,48.58
2022/6/24,46.99
2022/6/27,46.99
2022/6/28,46.59
2022/6/29,48.57
2022/6/30,48.9
2022/7/1,49.4
2022/7/5,52.61
2022/7/6,54.67
2022/7/7,52.87
2022/7/8,52.1
2022/7/11,53.1
2022/7/12,54.4
2022/7/13,51.76
2022/7/14,53.03
2022/7/15,51.77
2022/7/18,49.66
2022/7/19,48.77
2022/7/20,47.54
2022/7/21,51.1
2022/7/22,47.84
2022/7/25,47.96
2022/7/26,47.81
2022/7/27,48.99
2022/7/28,47.17
2022/7/29,46.19
2022/8/1,49.97
2022/8/2,52.77
2022/8/3,50.12
2022/8/4,55.14
2022/8/5,48.76
2022/8/8,46.4
2022/8/9,46.23
2022/8/10,46.56
2022/8/11,45.37
2022/8/12,44
2022/8/15,46.63
2022/8/16,50.25
2022/8/17,51.55
2022/8/18,47.41
2022/8/19,50.34
2022/8/22,50.64
2022/8/23,47.35
2022/8/24,48.33
2022/8/25,48.78
2022/8/26,47.08
2022/8/29,47.73
2022/8/30,49.74
2022/8/31,52.11
2022/9/1,53.9
2022/9/2,53.9
2022/9/6,50
2022/9/7,53.32
2022/9/8,51.29
2022/9/9,48.84
2022/9/12,44.15
2022/9/13,44.81
2022/9/14,45.62
2022/9/15,46.63
2022/9/16,47.44
2022/9/19,46.75
2022/9/20,48.23
2022/9/21,48.65
2022/9/22,47.1
2022/9/23,50.82
2022/9/26,56.68
2022/9/27,55.89
2022/9/28,55.02
2022/9/29,54.41
2022/9/30,55.69
2022/10/3,56.24
2022/10/4,59.51
2022/10/5,54.2
2022/10/6,53.39
2022/10/7,53.64
2022/10/10,51.42
2022/10/11,51.92
2022/10/12,51.52
2022/10/13,50.52
2022/10/14,50.3
2022/10/17,50.27
2022/10/18,49.12
2022/10/19,47.78
2022/10/20,47.98
2022/10/21,47.19
2022/10/24,47.78
2022/10/25,47.3
2022/10/26,48.58
2022/10/27,49.02
2022/10/28,47.81
2022/10/31,47.41
2022/11/1,47.04
2022/11/2,47.75
2022/11/3,46.47
2022/11/4,47.5
2022/11/7,45.11
2022/11/8,45.04
2022/11/9,45.38
2022/11/10,43.48
2022/11/11,42.06
2022/11/14,44.42
2022/11/15,46.72
2022/11/16,45.12
2022/11/17,45.34
2022/11/18,45.93
2022/11/21,47.11
2022/11/22,46.3
2022/11/23,51.56
2022/11/25,50.16
2022/11/28,50.53
2022/11/29,47.91
2022/11/30,46.15
2022/12/1,45.61
2022/12/2,45.76
2022/12/5,45.41
2022/12/6,46.36
2022/12/7,47.91
2022/12/8,47.17
2022/12/9,46.93
2022/12/12,44.99
2022/12/13,43.37
2022/12/14,41.82
2022/12/15,43.7
2022/12/16,42.29
2022/12/19,42.47
2022/12/20,41.79
2022/12/21,41.18
2022/12/22,41.8
2022/12/23,41.21
2022/12/27,43.5
2022/12/28,43.95
2022/12/29,42.6
2022/12/30,41.26
2023/1/3,44.14
2023/1/4,45.83
2023/1/5,43.93
2023/1/6,42.94
2023/1/9,42.75
2023/1/10,41.6
2023/1/11,41.19
2023/1/12,39.28
2023/1/13,38.19
2023/1/17,40.1
2023/1/18,39.25
2023/1/19,39.02
2023/1/20,37.81
2023/1/23,37.3
2023/1/24,38.26
2023/1/25,38.54
2023/1/26,38.12
2023/1/27,38.6
2023/1/30,40.18
2023/1/31,38.55
2023/2/1,37.99
2023/2/2,38.49
2023/2/3,39.48
2023/2/6,38.92
2023/2/7,37.31
2023/2/8,37.02
2023/2/9,35.75
2023/2/10,35.89
2023/2/13,37.77
2023/2/14,36.67
2023/2/15,35.7
2023/2/16,35.03
2023/2/17,36.04
2023/2/21,37.05
2023/2/22,38.36
2023/2/23,36.69
2023/2/24,37.25
2023/2/27,37.55
2023/2/28,35.42
2023/3/1,36.63
2023/3/2,35.61
2023/3/3,35.2
2023/3/6,33.03
2023/3/7,33.76
2023/3/8,33.39
2023/3/9,34.86
2023/3/10,36.76
2023/3/13,38.13
2023/3/14,47.41
2023/3/15,49.78
2023/3/16,48.65
2023/3/17,51.48
2023/3/20,51.14
2023/3/21,48.12
2023/3/22,46.97
2023/3/23,46.9
2023/3/24,48.36
2023/3/27,45.41
2023/3/28,44.31
2023/3/29,43.33
2023/3/30,42.02
2023/3/31,40.34
2023/4/3,39.49
2023/4/4,39.42
2023/4/5,39.14
2023/4/6,34.76
2023/4/10,34.31
2023/4/11,34.23
2023/4/12,33.74
2023/4/13,32.78
2023/4/14,32.51
2023/4/17,32.93
2023/4/18,33.69
2023/4/19,34.44
2023/4/20,36.41
2023/4/21,35.17
2023/4/24,34.28
2023/4/25,36.64
2023/4/26,39.25
2023/4/27,37.76
2023/4/28,35.63
2023/5/1,35.94
2023/5/2,39.48
2023/5/3,43.23
2023/5/4,43.75
2023/5/5,37.35
2023/5/8,35.54
2023/5/9,35.13
2023/5/10,34.13
2023/5/11,35.74
2023/5/12,37.32
2023/5/15,35.16
2023/5/16,35.98
2023/5/17,36.44
2023/5/18,36.02
2023/5/19,35.85
2023/5/22,35.52
2023/5/23,35.11
2023/5/24,35.86
2023/5/25,36.74
2023/5/26,35.95
2023/5/30,39.68
2023/5/31,40.68
